09/30/2014	23:51:00	MCP	1st district, Rockville	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	PARK RD AT HUNGERFORD DR			No	No	No	No	No	No	No	MD	02 - Automobile	2014	FORD	MUSTANG	BLACK	Citation	21-202(h1)	Transportation Article	No	BLACK	M	ROCKVILLE	A - Marked Patrol
03/31/2015	23:59:00	MCP	2nd district, Bethesda	HEADLIGHTS (*)	CONNECTICUT AT METROPOLITAN AVE			No	No	No	No	No	No	No	MD	02 - Automobile	2003	HONDA	2S	BLUE	ESERO	55*		No	HISPANIC	M	SILVER SPRING	A - Marked Patrol
09/30/2014	23:30:00	MCP	5th district, Germantown	FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED	OBSERVATION @ RIDGE ROAD			No	No	No	No	No	No	No	MD	02 - Automobile	2009	TOYOTA	CAMRY	RED	Warning	22-226(a)	Transportation Article	No	BLACK	F	GERMANTOWN	A - Marked Patrol
03/31/2015	23:12:00	MCP	1st district, Rockville	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	TOWER OAKS BLVD / I-270 NB ON-RAMP	39.05596333	-77.14956833	No	No	No	No	No	No	No	VA	02 - Automobile	2013	CHRYSLER	4DR	BLACK	Citation	21-204(b)	Transportation Article	No	OTHER	M	ARLINGTON VA	A - Marked Patrol	(39.0559633333333, -77.1495683333333)
03/31/2015	23:10:00	MCP	3rd district, Silver Spring	MOTOR VEH.W/O REQUIRED STOP LAMPS EQUIPMENT	GEORGIA AVE @ SLIGO AVE	38.99136167	-77.02649833	No	No	No	No	No	No	No	OH	02 - Automobile	2002	CHEVROLET	CAVALIER	BLUE	Warning	22-206(a)	Transportation Article	No	BLACK	M	YOUNGSTON	A - Marked Patrol	(38.9913616666667, -77.0264983333333)
03/31/2015	23:09:00	MCP	2nd district, Bethesda	EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH	OLD GEORGETOWN RD AT ARLINGTON RD	38.98635	-77.098695	No	No	No	No	No	No	No	MD	02 - Automobile	2013	LEXUS	RX350	BEIGE	Warning	21-801.1	Transportation Article	No	BLACK	F	BETHESDA	A - Marked Patrol	(38.98635, -77.098695)
03/31/2015	23:08:00	MCP	5th district, Germantown	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	SCENERY DR @ GERMANTOWN RD	39.19269333	-77.233305	No	No	No	No	No	No	No	MD	02 - Automobile	2004	HOND	ACCORD	BLACK	Citation	13-401(h)	Transportation Article	No	ASIAN	M	GERMANTOWN	A - Marked Patrol	(39.1926933333333, -77.233305)
03/31/2015	23:08:00	MCP	5th district, Germantown	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	SCENERY DR @ GERMANTOWN RD	39.19269333	-77.233305	No	No	No	No	No	No	No	MD	02 - Automobile	2004	HOND	ACCORD	BLACK	Warning	13-411(d)	Transportation Article	No	ASIAN	M	GERMANTOWN	A - Marked Patrol	(39.1926933333333, -77.233305)
03/31/2015	23:08:00	MCP	5th district, Germantown	STOP LIGHTS (*)	SCENERY DR @ GERMANTOWN RD	39.19269333	-77.233305	No	No	No	No	No	No	No	MD	02 - Automobile	2004	HOND	ACCORD	BLACK	ESERO	64*		No	ASIAN	M	GERMANTOWN	A - Marked Patrol	(39.1926933333333, -77.233305)
03/31/2015	23:04:00	MCP	3rd district, Silver Spring	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	UNIVERSITY BLVD E @ MERRIMAC DR	38.99296333	-76.99189	No	No	No	No	No	No	No	MD	02 - Automobile	2006	DODGE	TK	GREEN	Warning	13-411(f)	Transportation Article	No	BLACK	M	HYATTSVILLE	A - Marked Patrol	(38.9929633333333, -76.99189)
03/29/2013	17:34:00	MCP	1st district, Rockville	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	WOOTTON PKWAY AND DARNSTOWN ROAD	39.09200833	-77.19444	No	No	No	No	No	No	No	MD	02 - Automobile	2003	NISSAN	350Z	SILVER	Citation	13-409(b)	Transportation Article	No	HISPANIC	M	MONTGOMERY VILLAGE	A - Marked Patrol	(39.0920083333333, -77.19444)
03/31/2015	23:04:00	MCP	3rd district, Silver Spring	FAIL TO DISPLAY REG. CARD ON DEMAND	UNIVERSITY BLVD E @ MERRIMAC DR	38.99296333	-76.99189	No	No	No	No	No	No	No	MD	02 - Automobile	2006	DODGE	TK	GREEN	Citation	13-409(b)	Transportation Article	No	BLACK	M	HYATTSVILLE	A - Marked Patrol	(38.9929633333333, -76.99189)
03/31/2015	23:04:00	MCP	3rd district, Silver Spring	STOP LIGHTS (*)	UNIVERSITY BLVD E @ MERRIMAC DR	38.99296333	-76.99189	No	No	No	No	No	No	No	MD	02 - Automobile	2006	DODGE	TK	GREEN	ESERO	64*		No	BLACK	M	HYATTSVILLE	A - Marked Patrol	(38.9929633333333, -76.99189)
03/31/2015	23:04:00	MCP	4th district, Wheaton	AGGRESSIVE DRIVING	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-901.2	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVER CHANGING LANES WHEN UNSAFE	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-309(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVER FAILURE TO STOP AT STOP SIGN LINE	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-707(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-310(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVER USE OF MOTOR VEH. HORN ON HWY. WHEN NOT REASONABLY NECESSARY FOR SAFETY	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	22-401(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	16-101(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-902(a2)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-801(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
09/30/2014	20:10:00	MCP	2nd district, Bethesda	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	4406 EDGEFIELD RD			No	No	No	No	No	No	No	MD	02 - Automobile	1998	HONDA	CIVIC	BLACK	Citation	21-201(a1)	Transportation Article	No	WHITE	M	KENSINGTON	B - Unmarked Patrol
09/30/2014	20:10:00	MCP	2nd district, Bethesda	EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 25 MPH ZONE	4406 EDGEFIELD RD			No	No	No	No	No	No	No	MD	02 - Automobile	1998	HONDA	CIVIC	BLACK	Citation	21-801.1	Transportation Article	No	WHITE	M	KENSINGTON	B - Unmarked Patrol
09/30/2014	20:10:00	MCP	2nd district, Bethesda	FAILURE TO STOP AT STOP SIGN	4406 EDGEFIELD RD			No	No	No	No	No	No	No	MD	02 - Automobile	1998	HONDA	CIVIC	BLACK	Citation	21-707(a)	Transportation Article	No	WHITE	M	KENSINGTON	B - Unmarked Patrol
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-902(a1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
09/30/2014	20:00:00	MCP	1st district, Rockville	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	HUNGERFORD DR AT N CAMPUS DR			No	No	No	No	No	No	No	PA	05 - Light Duty Truck	2009	GMC	SIERRA	BLUE, DARK	Citation	21-202(h1)	Transportation Article	No	WHITE	M	MUNSON	A - Marked Patrol
03/31/2015	23:04:00	MCP	4th district, Wheaton	DRIVING WHILE IMPAIRED BY ALCOHOL	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-902(b1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 40 MPH ZONE	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-801.1	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	16-116(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	13-409(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-707(c)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	16-105(b1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
09/30/2014	19:49:00	MCP	4th district, Wheaton	CAUSING STANDING VEH. TO OBSTRUCT FREE VEH. PASSAGE OF ROADWAY	GEORGIA AVE @ RANDOLPH RD			No	No	No	No	No	No	No	MD	02 - Automobile	1994	TOYOTA	4S	GRAY	Warning	21-1001(b)	Transportation Article	No	ASIAN	M	SILVER SPRING	A - Marked Patrol
09/30/2014	19:47:00	MCP	5th district, Germantown	EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 40 MPH ZONE	EB MIDDLEBROOK RD / OBSERVATION DR			No	No	No	No	No	No	No	MD	02 - Automobile	2012	CADI	SUV	BLACK	Citation	21-801.1	Transportation Article	No	WHITE	F	BETHESDA	Q - Marked Laser
03/31/2015	23:04:00	MCP	4th district, Wheaton	MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	22-206(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:04:00	MCP	4th district, Wheaton	NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON	RTS 586/185 TO 4003 RANDOLPH RD	39.05848667	-77.048395	No	No	No	No	No	No	No	MD	02 - Automobile	1991	NISSAN	SENTRA	TAN	Citation	21-901.1(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0584866666667, -77.048395)
03/31/2015	23:03:00	MCP	6th district, Gaithersburg / Montgomery Village	STOP LIGHTS (*)	SHADY GROVE RD/S. FREDERICK AVE	39.11994667	-77.18195167	No	No	No	No	No	No	No	MD	02 - Automobile	2007	CHEV	TK	BLACK	ESERO	64*		No	BLACK	M	BOWIE	A - Marked Patrol	(39.1199466666667, -77.1819516666667)
03/31/2015	23:01:00	MCP	3rd district, Silver Spring	FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.	GEORGIA AVE AT EAST WEST HIGHWAY	38.98780667	-77.02662167	No	No	No	No	No	No	No	DC	02 - Automobile	2011	TOYOTA	CAMRY	GREEN, LGT	Warning	22-203(b)	Transportation Article	No	BLACK	F	WASHINGTON	A - Marked Patrol	(38.9878066666667, -77.0266216666667)
03/31/2015	22:53:00	MCP	1st district, Rockville	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	TWINBROOK AND CHAPMAN AVE	39.05898833	-77.11810167	No	No	No	No	No	No	No	MD	02 - Automobile	2004	HONDA	2DR CIVIC	RED	Citation	21-1124.2(d2)	Transportation Article	No	BLACK	F	ROCKVILLE	A - Marked Patrol	(39.0589883333333, -77.1181016666667)
03/31/2015	22:53:00	MCP	1st district, Rockville	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	TWINBROOK AND CHAPMAN AVE	39.05898833	-77.11810167	No	No	No	No	No	No	No	MD	02 - Automobile	2004	HONDA	2DR CIVIC	RED	Warning	22-201.1	Transportation Article	No	BLACK	F	ROCKVILLE	A - Marked Patrol	(39.0589883333333, -77.1181016666667)
03/31/2015	22:51:00	MCP	5th district, Germantown	EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH	RT 270 AND FATHER HURLEY	39.19638167	-77.26230333	No	No	No	No	No	No	No	WV	02 - Automobile	2012	HONDA	ACCORD	GREEN, DK	Warning	21-801.1	Transportation Article	No	HISPANIC	F	MARTINSBURG	A - Marked Patrol	(39.1963816666667, -77.2623033333333)
03/31/2015	22:51:00	MCP	6th district, Gaithersburg / Montgomery Village	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	SHADY GROVE RD/CRABBS BRANCH RD	39.12757167	-77.17239	No	No	No	No	No	No	No	MD	02 - Automobile	2007	TOYOTA	SIENNA	GRAY	Warning	21-801(a)	Transportation Article	No	BLACK	F	GAITHERSBURG	A - Marked Patrol	(39.1275716666667, -77.17239)
03/31/2015	22:51:00	MCP	6th district, Gaithersburg / Montgomery Village	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	SHADY GROVE RD/CRABBS BRANCH RD	39.12757167	-77.17239	No	No	No	No	No	No	No	MD	02 - Automobile	2007	TOYOTA	SIENNA	GRAY	Warning	13-409(b)	Transportation Article	No	BLACK	F	GAITHERSBURG	A - Marked Patrol	(39.1275716666667, -77.17239)
03/31/2015	22:51:00	MCP	6th district, Gaithersburg / Montgomery Village	STOP LIGHTS (*)	SHADY GROVE RD/CRABBS BRANCH RD	39.12757167	-77.17239	No	No	No	No	No	No	No	MD	02 - Automobile	2007	TOYOTA	SIENNA	GRAY	ESERO	64*		No	BLACK	F	GAITHERSBURG	A - Marked Patrol	(39.1275716666667, -77.17239)
03/31/2015	22:47:00	MCP	2nd district, Bethesda	HEADLIGHTS (*)	WOODMONT AT NORFOLK AVE			No	No	No	No	No	No	No	MD	02 - Automobile	2010	LEXUS	IS250	WHITE	ESERO	55*		No	WHITE	M	POTOMAC	A - Marked Patrol
03/31/2015	22:45:00	MCP	2nd district, Bethesda	DRIVER READING A TEXT MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY	OLD GEORGETOWN RD AT LONE OAK RD	39.0195	-77.12110667	No	No	No	No	No	No	No	DC	02 - Automobile	2009	HONDA	FIT	BLACK	Citation	21-1124.1(b)	Transportation Article	No	HISPANIC	F	WASHINGTON	A - Marked Patrol	(39.0195, -77.1211066666667)
09/30/2014	19:20:00	MCP	5th district, Germantown	EXCEEDING MAXIMUM SPEED: 57 MPH IN A POSTED 40 MPH ZONE	EB MIDDLEBROOK RD / OBSERVATION DR			No	No	No	No	No	No	No	MD	02 - Automobile	2011	MITS	4D	BLUE	Citation	21-801.1	Transportation Article	No	HISPANIC	M	SILVER SPRING	Q - Marked Laser
09/30/2014	19:20:00	MCP	5th district, Germantown	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	EB MIDDLEBROOK RD / OBSERVATION DR			No	No	No	No	No	No	No	MD	02 - Automobile	2011	MITS	4D	BLUE	Citation	13-409(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	Q - Marked Laser
03/31/2015	22:45:00	MCP	6th district, Gaithersburg / Montgomery Village	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	WIGHTMAN RD/ ASPENWOOD LN	39.194325	-77.194985	No	No	No	No	No	No	No	MD	02 - Automobile	2012	MAZDA	6	GRAY	Citation	13-411(f)	Transportation Article	No	HISPANIC	M	GAITHERSBURG	A - Marked Patrol	(39.194325, -77.194985)
09/30/2014	19:05:00	MCP	1st district, Rockville	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	28 @ WYE OAK			No	No	No	No	No	No	No	MD	02 - Automobile	1997	TOYOTA	COROLLA	GREEN	Warning	13-411(a)	Transportation Article	No	WHITE	F	OLNEY	A - Marked Patrol
09/30/2014	19:05:00	MCP	1st district, Rockville	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	28 @ WYE OAK			No	No	No	No	No	No	No	MD	02 - Automobile	1997	TOYOTA	COROLLA	GREEN	Warning	13-409(b)	Transportation Article	No	WHITE	F	OLNEY	A - Marked Patrol
03/31/2015	22:45:00	MCP	6th district, Gaithersburg / Montgomery Village	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	WIGHTMAN RD/ ASPENWOOD LN	39.194325	-77.194985	No	No	No	No	No	No	No	MD	02 - Automobile	2012	MAZDA	6	GRAY	Citation	13-401(h)	Transportation Article	No	HISPANIC	M	GAITHERSBURG	A - Marked Patrol	(39.194325, -77.194985)
03/31/2015	22:44:00	MCP	1st district, Rockville	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	TWINBROOK AND CHAPMAN AVE	39.05879167	-77.12014333	No	No	No	No	No	No	No	MD	02 - Automobile	2003	HONDA	2DR ACCORD	WHITE	Citation	22-201.1	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0587916666667, -77.1201433333333)
03/31/2015	22:44:00	MCP	4th district, Wheaton	FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS	HATHAWAY DRIVE AND WELLER ROAD	39.06379833	-77.071015	No	No	No	No	No	No	No	MD	02 - Automobile	2003	GMC	SUV	WHITE	Warning	13-411(c1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0637983333333, -77.071015)
03/31/2015	22:43:00	MCP	4th district, Wheaton	DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	21-309(d)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	22-204(f)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	21-902(a1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	DRIVING WHILE IMPAIRED BY ALCOHOL	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	21-902(b1)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	22-201.1	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	22-209(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	22-226(a)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	KNOWINGLY DRIVING UNINSURED VEHICLE	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	17-107	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:43:00	MCP	4th district, Wheaton	NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON	12020 VEIRS MILL RD	39.0597	-77.04861167	No	No	No	No	No	No	No	MD	02 - Automobile	2000	CHEV	ASTROVAN	BLUE, DARK	Citation	21-901.1(b)	Transportation Article	No	HISPANIC	M	SILVER SPRING	A - Marked Patrol	(39.0597, -77.0486116666667)
03/31/2015	22:41:00	MCP	6th district, Gaithersburg / Montgomery Village	DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION	WOODFIELD RD AT LINDBERGH DR	39.16682	-77.15561667	No	No	No	No	No	No	No	MD	02 - Automobile	2002	SUBA	4S	SILVER	Warning	22-204(f)	Transportation Article	No	WHITE	M	MONTGOMERY VILLAGE	A - Marked Patrol	(39.16682, -77.1556166666667)
03/31/2015	22:41:00	MCP	6th district, Gaithersburg / Montgomery Village	MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM	WOODFIELD RD AT LINDBERGH DR	39.16682	-77.15561667	No	No	No	No	No	No	No	MD	02 - Automobile	2002	SUBA	4S	SILVER	Warning	22-609(b)	Transportation Article	No	WHITE	M	MONTGOMERY VILLAGE	A - Marked Patrol	(39.16682, -77.1556166666667)
03/31/2015	22:41:00	MCP	3rd district, Silver Spring	DISPLAY SUSPENDED LIC.	UNIVERSITY BLVD E @ EAST MELBOURNE AVE	39.00940167	-76.99928	No	No	No	No	No	No	No	MD	02 - Automobile	2010	TOYOTA	CAMRY	SILVER	Citation	16-301(e)	Transportation Article	No	HISPANIC	F	MONTGOMERY VILLAGE	A - Marked Patrol	(39.0094016666667, -76.99928)
03/31/2015	22:41:00	MCP	3rd district, Silver Spring	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	UNIVERSITY BLVD E @ EAST MELBOURNE AVE	39.00940167	-76.99928	No	No	No	No	No	No	No	MD	02 - Automobile	2010	TOYOTA	CAMRY	SILVER	Citation	16-303(c)	Transportation Article	No	HISPANIC	F	MONTGOMERY VILLAGE	A - Marked Patrol	(39.0094016666667, -76.99928)
03/31/2015	22:41:00	MCP	3rd district, Silver Spring	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	UNIVERSITY BLVD E @ EAST MELBOURNE AVE	39.00940167	-76.99928	No	No	No	No	No	No	No	MD	02 - Automobile	2010	TOYOTA	CAMRY	SILVER	Citation	16-303(h)	Transportation Article	No	HISPANIC	F	MONTGOMERY VILLAGE	A - Marked Patrol	(39.0094016666667, -76.99928)
